load
26895
25906
25066
24908
25798
28553
36103
46230
56703
61633
62766
62163
61714
62128
61966
58857
50635
47718
48927
47476
39695
33108
30258
28023
26578
25658
25044
25086
25982
28811
35799
46134
57085
61732
62745
61201
59993
61386
61695
59307
50715
48161
50818
49033
39879
34111
30132
27071
25440
25769
24853
24684
25292
26845
28526
33323
44291
49659
50415
50178
47193
46476
45443
44754
44443
45393
48925
47713
38899
32849
30401
28216
26577
25192
24339
23915
24162
25497
24822
27184
36866
41827
42790
42940
43906
44055
43606
43309
43144
45245
46606
45405
37290
32001
28714
26524
25445
24519
23642
23820
24928
28380
33623
41105
50354
56237
57788
57850
56889
60861
66200
62896
52423
48421
51148
48729
39971
33978
31074
28464
27090
26236
25754
25649
26382
29958
37070
48904
60892
65942
67590
66513
65895
56857
56220
53507
45830
43885
46668
44820
35781
30205
27393
25174
24086
25492
25374
25489
26473
29210
35049
43472
53811
59543
60682
59866
60133
59879
59702
57080
49366
47618
49856
48425
39165
33825
30564
28215
27191
26382
25347
25253
26617
29535
36549
44578
51063
55471
56816
56191
55830
56615
56187
53597
46247
43537
46353
44920
36647
30616
27045
24954
23411
22779
21919
22215
23313
26414
32009
40009
50364
56145
57166
55448
54803
55518
55824
53625
45867
43877
46589
45134
38589
34231
31346
26390
23719
22434
21934
21999
22620
24095
24832
29508
38446
44575
45532
45327
43281
42661
42552
41653
41129
41531
45678
44498
39717
35754
31730
27514
24736
23114
22418
22171
22605
23154
22542
24718
34512
39186
40048
40432
40266
40155
40132
40029
39786
40984
44537
45078
41103
35530
31621
27864
25362
24141
23178
23331
24505
27526
34464
44784
54595
60516
61960
61177
60873
62235
61838
58954
50188
46705
49410
47623
39312
32873
29336
26981
25645
24650
24110
24006
25074
27665
34725
45435
55533
61309
62666
61768
61523
62340
61469
58581
50504
48152
50258
48333
39172
33510
29561
27272
25853
25049
24070
24110
25157
28145
34811
45235
55885
60606
61859
61397
61114
62362
62449
59964
50799
47766
50929
48898
40168
33779
30170
27877
26022
24987
24321
23892
24806
27998
35488
45611
56115
61489
62736
62596
62356
63100
61997
59762
51594
48710
48297
48213
40498
35243
31475
28433
26824
25752
24865
24835
25667
28164
34633
45508
55157
60786
62334
61078
60426
61308
61568
58669
49944
47593
50236
48140
40927
36257
32227
28876
27187
25900
25127
24694
24868
26034
27188
32187
41960
47645
48453
47785
45070
44672
44545
43780
43401
44144
47782
46629
40238
35321
31208
28647
26918
25819
24918
24503
25173
25965
24820
27105
36063
41079
41275
40809
40500
40349
40178
39893
39169
40744
43640
41779
34746
30945
28394
26775
25434
24467
23531
23218
23318
24065
24255
25790
32956
36314
37006
36713
37119
36924
36688
36323
36496
37975
41364
41037
33545
29841
27995
26279
24916
23835
23232
22673
22943
23809
23838
24831
30714
36249
37289
37078
37455
37623
37411
37047
36471
37756
41944
41206
34103
30104
27989
26268
24952
23680
23030
23001
23427
25874
32676
42402
51649
56160
58057
57860
57405
58061
57877
55752
47884
44471
47025
45307
37510
31051
28945
27070
25554
24525
23722
23704
24232
27088
33227
42842
50626
56090
56959
56712
56890
57301
56741
54410
47261
44883
47362
45911
36524
31542
29206
27509
25836
24840
24148
23983
24661
27147
34171
43412
52795
58640
59002
57869
57526
58623
58743
56341
47926
46684
48618
45749
37333
32189
30115
28078
26318
25107
24158
24060
24707
26127
27331
31767
41953
46447
47787
46681
43763
43446
42505
41959
41564
42958
47224
46125
37552
32899
30803
28663
27073
25889
25152
24352
24517
25399
25271
27570
36408
41259
42152
41315
41327
41073
40958
40469
40988
42484
46324
45705
37023
31944
28929
26988
25532
24529
23951
23911
24687
27678
34814
46294
55712
61025
62721
62157
61342
61966
61783
59024
51161
48455
49868
48480
38574
33228
30046
27497
26199
25279
24427
24450
25519
27952
35055
45736
55484
60646
62925
62002
59718
62300
61441
58991
50309
47034
49230
47842
38571
33214
29911
27290
26124
25310
24487
24142
25087
27989
34778
45449
55326
60908
62321
61679
61270
62116
61457
58496
51352
48544
50761
49419
39197
33706
30458
27920
26530
25557
24835
24860
25724
28827
36107
45771
55801
60808
62203
61680
61581
62135
61487
58990
50707
47712
49885
48969
39065
33552
30564
28492
26838
25661
24910
24785
25582
28641
35278
45305
55658
60847
62160
60316
59586
60672
61603
59035
50881
47833
50253
48314
39220
33467
30534
30408
26247
25205
24629
24835
25053
26153
27911
32747
42750
47901
49249
48328
45610
44939
44373
44043
44392
45047
48366
47037
38028
32429
30205
34018
32119
28075
24945
24142
24293
25102
25193
27099
36415
41749
42156
42108
42172
42569
42984
42466
42497
44150
47482
46361
37268
32658
30474
28259
26643
25464
24871
24363
24655
26075
26559
30385
38564
44965
45326
45695
45295
45459
46353
45611
44640
45286
48400
47521
38024
33344
30314
27900
26602
25242
24640
24686
25587
28912
36222
47210
56000
62456
64323
64164
63890
64937
64613
62040
52402
49721
51297
53638
44917
38320
35745
33471
31732
30667
30060
29628
30458
33221
41531
52724
62183
67418
69476
69429
68685
69690
69082
64984
55828
52280
54867
52699
43838
37614
34671
32313
27110
26045
25264
25280
26022
28820
36473
46440
55395
60570
62465
62605
62489
62911
62221
59352
51066
47536
50752
49049
40333
34079
30936
28906
27701
26745
25826
25655
26605
29336
36880
46618
52001
57179
59097
57685
57651
64644
68374
65299
54291
49838
55141
53873
43596
37573
34516
31565
29939
28739
27699
27560
27801
29314
31164
38075
49648
55606
57296
55880
52032
51141
50806
50195
48409
49089
53219
51978
42689
37440
34633
31968
30355
29173
28304
27971
27806
28653
28222
30355
39862
46755
47672
48221
47483
47741
47440
47043
46912
47407
51743
50928
44190
40268
37382
33612
31125
29669
28904
28828
29662
33283
43767
56537
67116
74408
75447
75365
74409
74923
71101
67466
56277
51169
53723
51915
43279
37245
33999
31602
30078
28676
28184
27952
28861
33037
42931
56228
66168
72228
73949
73378
73413
74794
74675
71155
59072
54762
53694
51317
42486
36886
33234
30753
28610
27469
27035
26866
27531
31059
40393
51797
61810
67741
68802
68360
67798
69948
69289
66064
55006
50831
53155
51512
42345
36165
33301
30641
28872
27630
26882
26835
27587
30831
39720
51596
61439
66611
68323
67529
66979
68142
67673
64335
54747
50384
52312
51011
41608
35828
32838
30247
28768
27751
27026
27023
27578
30604
39481
51222
62297
68648
69666
67505
66178
67264
68253
64764
54151
50619
52294
50992
42721
38385
34360
31173
29249
27934
27174
26889
26894
28282
29582
35776
45455
52086
52899
53211
49199
48331
47672
46644
46293
46751
49497
48563
40555
35105
32743
30376
28536
27378
26391
25922
25787
26689
27150
28305
38271
43395
44165
44226
43936
43668
42617
42278
41989
42871
47311
46539
39401
33082
30466
28187
26980
25853
25105
25055
26238
29920
39151
50987
61134
66812
68245
66415
64773
64768
63540
60679
51533
47778
50051
48609
40234
33747
30638
28431
27101
25800
25189
25166
26062
30572
39231
50058
60205
65494
65362
64430
62733
62643
61274
57868
49645
46846
48491
47101
38251
32175
29291
27645
26120
25136
24635
24744
25814
29106
37548
49045
59851
64865
66434
65666
65247
66937
67273
62761
51920
47908
50288
47963
39741
33734
30684
28525
26901
25908
25085
25207
25987
29561
38859
49668
60133
65831
66574
66111
64727
65044
64427
60607
51235
48193
49846
48138
38988
33997
30389
27951
26641
25889
25469
25167
25994
29195
38123
49302
60139
64600
66476
64570
63330
65015
66060
62890
52454
48798
50535
48548
39680
33851
30908
28789
27349
26138
25321
25053
25258
