temperature,hour,day,month,day_of_week,is_weekend,load_lag_1,load_lag_2,load_lag_3,load_lag_24,load_lag_48,load_lag_168,temp_lag_1,temp_lag_24,rolling_mean_3,rolling_mean_6,rolling_mean_24,rolling_std_24,hour_sin,hour_cos,dow_sin,dow_cos
27,22,10,10,5,1,38134.0,48381.0,50128.0,35814.0,33376.0,34817.0,27.0,26.0,40496.0,44336.0,40182.25,8768.459367181364,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
26,23,10,10,5,1,34973.0,38134.0,48381.0,34389.0,30768.0,32273.0,27.0,26.0,35169.0,42036.0,40099.375,8834.743823024855,-0.2588190451025215,0.965925826289068,-0.9749279121818236,-0.2225209339563146
25,0,11,10,6,1,32400.0,34973.0,38134.0,32452.0,29030.0,30690.0,26.0,25.0,32592.666666666668,39070.16666666666,40014.083333333336,8921.24000406572,0.0,1.0,-0.7818314824680299,0.6234898018587334
25,1,11,10,6,1,30405.0,32400.0,34973.0,30879.0,27642.0,29280.0,25.0,25.0,30610.666666666668,35553.333333333336,39936.91666666666,9011.247498044437,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334
24,2,11,10,6,1,29027.0,30405.0,32400.0,29616.0,26811.0,27885.0,25.0,25.0,29062.666666666668,32115.83333333333,39859.41666666666,9111.313163203678,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334
24,3,11,10,6,1,27756.0,29027.0,30405.0,28666.0,26038.0,26707.0,24.0,25.0,27719.666666666668,30156.166666666668,39764.0,9244.646107459794,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334
24,4,11,10,6,1,26376.0,27756.0,29027.0,28359.0,26030.0,25968.0,24.0,24.0,26625.33333333333,28618.0,39655.04166666666,9399.032158681295,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
23,5,11,10,6,1,25744.0,26376.0,27756.0,28099.0,27679.0,26034.0,24.0,24.0,26084.666666666668,27573.666666666668,39573.16666666666,9511.953832422789,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334
23,6,11,10,6,1,26134.0,25744.0,26376.0,29371.0,31269.0,26025.0,23.0,24.0,26109.666666666668,26914.666666666668,39451.5,9665.557178208355,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
23,7,11,10,6,1,26451.0,26134.0,25744.0,31876.0,40950.0,26342.0,23.0,24.0,26464.0,26544.666666666668,39240.29166666666,9891.044396779122,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334
24,8,11,10,6,1,26807.0,26451.0,26134.0,37715.0,51611.0,29005.0,23.0,24.0,27745.0,26914.83333333333,38917.875,10067.469481766611,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
26,9,11,10,6,1,29977.0,26807.0,26451.0,49250.0,63079.0,39784.0,24.0,27.0,31960.666666666668,29035.166666666668,38494.875,9824.826589076907,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334
29,10,11,10,6,1,39098.0,29977.0,26807.0,51519.0,66573.0,43145.0,26.0,24.0,37236.333333333336,31850.166666666668,38124.66666666666,9473.85699273735,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
31,11,11,10,6,1,42634.0,39098.0,29977.0,51459.0,66070.0,43097.0,29.0,24.0,41674.333333333336,34709.666666666664,37784.333333333336,9113.887962724762,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334
31,12,11,10,6,1,43291.0,42634.0,39098.0,48099.0,63477.0,44159.0,31.0,24.0,43312.0,37636.333333333336,37614.0,8949.448960447233,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
32,13,11,10,6,1,44011.0,43291.0,42634.0,46335.0,63288.0,44356.0,31.0,26.0,43744.0,40490.16666666666,37513.79166666666,8860.57623496224,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334
32,14,11,10,6,1,43930.0,44011.0,43291.0,47207.0,65233.0,44418.0,32.0,27.0,43974.66666666666,42824.5,37379.458333333336,8730.717725260984,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
32,15,11,10,6,1,43983.0,43930.0,44011.0,46684.0,65140.0,44328.0,32.0,29.0,44132.333333333336,43722.16666666666,37287.79166666666,8639.855287531771,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334
31,16,11,10,6,1,44484.0,43983.0,43930.0,46383.0,59981.0,43785.0,32.0,30.0,44217.66666666666,43980.833333333336,37196.25,8550.47578767697,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
31,17,11,10,6,1,44186.0,44484.0,43983.0,46200.0,50963.0,43355.0,31.0,31.0,44307.0,44140.833333333336,37115.04166666666,8470.122274560887,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334
31,18,11,10,6,1,44251.0,44186.0,44484.0,48200.0,50512.0,46538.0,31.0,30.0,45140.0,44636.16666666666,37064.333333333336,8404.261158673402,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
29,19,11,10,6,1,46983.0,44251.0,44186.0,50128.0,51652.0,46943.0,31.0,29.0,46683.66666666666,45450.66666666666,37009.708333333336,8319.492832990867,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334
28,20,11,10,6,1,48817.0,46983.0,44251.0,48381.0,50073.0,45470.0,29.0,28.0,47794.333333333336,46050.66666666666,36976.458333333336,8273.537679694027,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
26,21,11,10,6,1,47583.0,48817.0,46983.0,38134.0,39040.0,35997.0,28.0,27.0,45005.66666666666,45072.833333333336,36996.583333333336,8277.06245369194,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334
26,22,11,10,6,1,38617.0,47583.0,48817.0,34973.0,35814.0,31981.0,26.0,27.0,40405.333333333336,43544.5,36998.375,8276.610022343357,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
25,23,11,10,6,1,35016.0,38617.0,47583.0,32400.0,34389.0,29825.0,26.0,26.0,35413.0,41603.66666666666,37006.958333333336,8271.739281270708,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334
24,0,12,10,0,0,32606.0,35016.0,38617.0,30405.0,32452.0,27850.0,25.0,25.0,32491.33333333333,38748.5,36983.91666666666,8291.675395377995,0.0,1.0,0.0,1.0
24,1,12,10,0,0,29852.0,32606.0,35016.0,29027.0,30879.0,26564.0,24.0,25.0,30427.666666666668,35416.5,36975.5,8300.20156381747,0.2588190451025207,0.9659258262890684,0.0,1.0
24,2,12,10,0,0,28825.0,29852.0,32606.0,27756.0,29616.0,25777.0,24.0,24.0,28863.666666666668,32138.33333333333,36982.083333333336,8292.630357951643,0.4999999999999999,0.8660254037844387,0.0,1.0
24,3,12,10,0,0,27914.0,28825.0,29852.0,26376.0,28666.0,25091.0,24.0,24.0,27864.0,30177.666666666668,37001.958333333336,8266.63636174453,0.7071067811865476,0.7071067811865476,0.0,1.0
23,4,12,10,0,0,26853.0,27914.0,28825.0,25744.0,28359.0,25245.0,24.0,24.0,27201.0,28814.33333333333,37047.458333333336,8204.751438776157,0.8660254037844386,0.5000000000000001,0.0,1.0
23,5,12,10,0,0,26836.0,26853.0,27914.0,26134.0,28099.0,26417.0,23.0,23.0,27560.0,28211.83333333333,37166.5,8058.955612560188,0.9659258262890684,0.2588190451025207,0.0,1.0
23,6,12,10,0,0,28991.0,26836.0,26853.0,26451.0,29371.0,30520.0,23.0,23.0,29328.0,28596.0,37404.25,7809.392774089283,1.0,6.123233995736766e-17,0.0,1.0
23,7,12,10,0,0,32157.0,28991.0,26836.0,26807.0,31876.0,40753.0,23.0,23.0,34550.666666666664,30875.83333333333,38058.29166666666,7535.802680648193,0.9659258262890684,-0.2588190451025206,0.0,1.0
24,8,12,10,0,0,42504.0,32157.0,28991.0,29977.0,37715.0,52374.0,23.0,24.0,42813.66666666666,35186.833333333336,39050.083333333336,7979.290117257297,0.8660254037844387,-0.4999999999999998,0.0,1.0
26,9,12,10,0,0,53780.0,42504.0,32157.0,39098.0,49250.0,62980.0,24.0,26.0,53323.333333333336,41325.66666666666,40074.583333333336,9431.963039333848,0.7071067811865476,-0.7071067811865475,0.0,1.0
29,10,12,10,0,0,63686.0,53780.0,42504.0,42634.0,51519.0,67040.0,26.0,29.0,61482.66666666666,48016.66666666666,41089.083333333336,10912.461420487154,0.4999999999999999,-0.8660254037844387,0.0,1.0
31,11,12,10,0,0,66982.0,63686.0,53780.0,43291.0,51459.0,67931.0,29.0,31.0,65957.66666666667,54385.66666666666,42085.5,12144.503294118978,0.258819045102521,-0.9659258262890682,0.0,1.0
29,12,12,10,0,0,67205.0,66982.0,63686.0,44011.0,48099.0,66292.0,31.0,31.0,66348.33333333333,59835.833333333336,42954.125,13003.372583638064,1.2246467991473532e-16,-1.0,0.0,1.0
26,13,12,10,0,0,64858.0,67205.0,66982.0,43930.0,46335.0,65166.0,29.0,32.0,65738.33333333333,63610.5,43838.375,13771.496770069709,-0.2588190451025208,-0.9659258262890684,0.0,1.0
24,14,12,10,0,0,65152.0,64858.0,67205.0,43983.0,47207.0,64186.0,26.0,32.0,65327.66666666666,65642.66666666667,44754.625,14494.102557254597,-0.4999999999999997,-0.8660254037844388,0.0,1.0
25,15,12,10,0,0,65973.0,65152.0,64858.0,44484.0,46684.0,63669.0,24.0,32.0,65350.333333333336,65849.33333333333,45606.375,15066.832077555571,-0.7071067811865471,-0.7071067811865479,0.0,1.0
26,16,12,10,0,0,64926.0,65973.0,65152.0,44186.0,46383.0,59793.0,25.0,31.0,63480.333333333336,64609.333333333336,46246.208333333336,15327.689865301963,-0.8660254037844385,-0.5000000000000004,0.0,1.0
27,17,12,10,0,0,59542.0,64926.0,65973.0,44251.0,46200.0,51255.0,26.0,31.0,58128.333333333336,61728.0,46482.29166666666,15339.253381521956,-0.9659258262890684,-0.2588190451025206,0.0,1.0
27,18,12,10,0,0,49917.0,59542.0,64926.0,46983.0,48200.0,50654.0,27.0,31.0,52837.66666666666,59094.0,46568.583333333336,15348.015356522628,-1.0,-1.8369701987210292e-16,0.0,1.0
26,19,12,10,0,0,49054.0,49917.0,59542.0,48817.0,50128.0,51632.0,27.0,29.0,50102.0,56791.16666666666,46673.5,15372.640015412926,-0.9659258262890684,0.2588190451025203,0.0,1.0
26,20,12,10,0,0,51335.0,49054.0,49917.0,47583.0,48381.0,50012.0,26.0,28.0,49858.0,53993.16666666666,46740.25,15380.237054344205,-0.8660254037844386,0.5000000000000001,0.0,1.0
25,21,12,10,0,0,49185.0,51335.0,49054.0,38617.0,38134.0,39979.0,26.0,26.0,46597.66666666666,49717.66666666666,46767.583333333336,15365.749056902712,-0.7071067811865477,0.7071067811865474,0.0,1.0
25,22,12,10,0,0,39273.0,49185.0,51335.0,35016.0,34973.0,34785.0,25.0,26.0,41045.333333333336,45573.66666666666,46753.5,15377.13883037713,-0.5000000000000004,0.8660254037844384,0.0,1.0
25,23,12,10,0,0,34678.0,39273.0,49185.0,32606.0,32400.0,31511.0,25.0,25.0,35206.333333333336,42532.16666666666,46714.41666666666,15415.803666640357,-0.2588190451025215,0.965925826289068,0.0,1.0
24,0,13,10,1,0,31668.0,34678.0,39273.0,29852.0,30405.0,29519.0,25.0,24.0,32050.666666666668,39324.16666666666,46712.5,15417.994049867044,0.0,1.0,0.7818314824680298,0.6234898018587336
24,1,13,10,1,0,29806.0,31668.0,34678.0,28825.0,29027.0,27841.0,24.0,24.0,29961.666666666668,35503.5,46695.25,15439.094274656643,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336
24,2,13,10,1,0,28411.0,29806.0,31668.0,27914.0,27756.0,27611.0,24.0,24.0,28563.666666666668,31885.0,46676.91666666666,15462.60927673347,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336
24,3,13,10,1,0,27474.0,28411.0,29806.0,26853.0,26376.0,26610.0,24.0,24.0,27612.33333333333,29831.5,46681.04166666666,15457.103090641096,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336
24,4,13,10,1,0,26952.0,27474.0,28411.0,26836.0,25744.0,26597.0,24.0,23.0,27096.0,28528.83333333333,46682.125,15455.652592842804,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
23,5,13,10,1,0,26862.0,26952.0,27474.0,28991.0,26134.0,28653.0,24.0,23.0,27492.0,28027.83333333333,46668.41666666666,15472.162974942605,0.9659258262890684,0.2588190451025207,0.7818314824680298,0.6234898018587336
23,6,13,10,1,0,28662.0,26862.0,26952.0,32157.0,26451.0,31661.0,23.0,23.0,29019.0,28315.666666666668,46642.41666666666,15498.111278802373,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
23,7,13,10,1,0,31533.0,28662.0,26862.0,42504.0,26807.0,40305.0,23.0,23.0,33720.666666666664,30408.33333333333,46578.375,15519.117037894452,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336
24,8,13,10,1,0,40967.0,31533.0,28662.0,53780.0,29977.0,49639.0,23.0,24.0,41362.0,34427.0,46486.958333333336,15481.26664708624,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
27,9,13,10,1,0,51586.0,40967.0,31533.0,63686.0,39098.0,62364.0,24.0,26.0,51902.333333333336,40460.66666666666,46464.79166666666,15455.929834263065,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
29,10,13,10,1,0,63154.0,51586.0,40967.0,66982.0,42634.0,66500.0,27.0,29.0,60253.66666666666,46987.16666666666,46424.75,15401.614269572266,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336
30,11,13,10,1,0,66021.0,63154.0,51586.0,67205.0,43291.0,67852.0,29.0,31.0,65260.66666666666,53311.333333333336,46399.833333333336,15366.979185102018,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
31,12,13,10,1,0,66607.0,66021.0,63154.0,64858.0,44011.0,66298.0,30.0,29.0,66349.66666666667,59126.0,46464.958333333336,15451.684220791412,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
31,13,13,10,1,0,66421.0,66607.0,66021.0,65152.0,43930.0,66517.0,31.0,26.0,66372.0,63312.833333333336,46503.958333333336,15502.000256570323,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336
30,14,13,10,1,0,66088.0,66421.0,66607.0,65973.0,43983.0,67181.0,31.0,24.0,66365.33333333333,65813.0,46529.54166666666,15535.996834782074,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
26,15,13,10,1,0,66587.0,66088.0,66421.0,64926.0,44484.0,66567.0,30.0,25.0,65919.0,66134.33333333333,46536.04166666666,15544.058788066915,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336
26,16,13,10,1,0,65082.0,66587.0,66088.0,59542.0,44186.0,61501.0,26.0,26.0,63978.66666666666,65175.333333333336,46566.25,15571.11445915148,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
26,17,13,10,1,0,60267.0,65082.0,66587.0,49917.0,44251.0,51520.0,26.0,27.0,58997.66666666666,62681.5,46638.208333333336,15591.24987872343,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336
27,18,13,10,1,0,51644.0,60267.0,65082.0,49054.0,46983.0,51378.0,26.0,27.0,54350.0,60134.5,46725.083333333336,15611.092232396875,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336
26,19,13,10,1,0,51139.0,51644.0,60267.0,51335.0,48817.0,51417.0,27.0,26.0,51533.0,57755.833333333336,46745.125,15617.57521209458,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336
25,20,13,10,1,0,51816.0,51139.0,51644.0,49185.0,47583.0,50014.0,26.0,26.0,50900.333333333336,54949.0,46768.5,15621.80502847934,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
25,21,13,10,1,0,49746.0,51816.0,51139.0,39273.0,38617.0,39895.0,25.0,25.0,46791.333333333336,50570.66666666666,46749.29166666666,15631.702376008116,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336
25,22,13,10,1,0,38812.0,49746.0,51816.0,34678.0,35016.0,34976.0,25.0,25.0,41299.333333333336,46416.16666666666,46776.875,15610.044612677406,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
24,23,13,10,1,0,35340.0,38812.0,49746.0,31668.0,32606.0,32102.0,25.0,25.0,35471.666666666664,43186.0,46801.66666666666,15585.458729119837,-0.2588190451025215,0.965925826289068,0.7818314824680298,0.6234898018587336
24,0,14,10,2,0,32263.0,35340.0,38812.0,29806.0,29852.0,29658.0,24.0,24.0,32614.666666666668,39703.0,46819.79166666666,15565.073999402648,0.0,1.0,0.9749279121818236,-0.2225209339563143
24,1,14,10,2,0,30241.0,32263.0,35340.0,28411.0,28825.0,28375.0,24.0,24.0,30461.0,35880.166666666664,46839.29166666666,15541.283628589745,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143
24,2,14,10,2,0,28879.0,30241.0,32263.0,27474.0,27914.0,27338.0,24.0,24.0,28798.0,32134.83333333333,46830.958333333336,15552.168696747658,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143
24,3,14,10,2,0,27274.0,28879.0,30241.0,26952.0,26853.0,26495.0,24.0,24.0,27689.0,30151.83333333333,46829.375,15554.282314897013,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.2225209339563143
23,4,14,10,2,0,26914.0,27274.0,28879.0,26862.0,26836.0,26297.0,24.0,24.0,26994.0,28727.5,46826.54166666666,15558.083395929796,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
23,5,14,10,2,0,26794.0,26914.0,27274.0,28662.0,28991.0,28130.0,23.0,23.0,27588.33333333333,28193.166666666668,46843.0,15538.22858237892,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143
23,6,14,10,2,0,29057.0,26794.0,26914.0,31533.0,32157.0,31728.0,23.0,23.0,29494.33333333333,28591.666666666668,46888.79166666666,15492.700508357571,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143
23,7,14,10,2,0,32632.0,29057.0,26794.0,40967.0,42504.0,41291.0,23.0,23.0,34684.333333333336,30839.166666666668,46947.0,15472.094788050876,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143
24,8,14,10,2,0,42364.0,32632.0,29057.0,51586.0,53780.0,51737.0,23.0,24.0,42706.66666666666,35147.5,47011.083333333336,15495.311972438136,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143
26,9,14,10,2,0,53124.0,42364.0,32632.0,63154.0,63686.0,62716.0,24.0,27.0,52876.66666666666,41185.5,47010.583333333336,15494.76861203729,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563143
28,10,14,10,2,0,63142.0,53124.0,42364.0,66021.0,66982.0,66086.0,26.0,29.0,61082.66666666666,47883.5,47050.625,15547.184439109607,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143
30,11,14,10,2,0,66982.0,63142.0,53124.0,66607.0,67205.0,66893.0,28.0,30.0,65715.0,54210.833333333336,47067.875,15570.039016768453,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143
31,12,14,10,2,0,67021.0,66982.0,63142.0,66421.0,64858.0,66299.0,30.0,31.0,66298.33333333333,59587.5,47004.16666666666,15490.332496127252,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143
31,13,14,10,2,0,64892.0,67021.0,66982.0,66088.0,65152.0,65988.0,31.0,31.0,65341.0,63211.833333333336,46921.75,15389.314529046098,-0.2588190451025208,-0.9659258262890684,0.9749279121818236,-0.2225209339563143
32,14,14,10,2,0,64110.0,64892.0,67021.0,66587.0,65973.0,66476.0,31.0,30.0,64152.66666666666,64933.833333333336,46791.29166666666,15227.783445083483,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143
30,15,14,10,2,0,63456.0,64110.0,64892.0,65082.0,64926.0,66028.0,32.0,26.0,63248.66666666666,64773.5,46670.375,15087.1027149522,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.2225209339563143
25,16,14,10,2,0,62180.0,63456.0,64110.0,60267.0,59542.0,60534.0,30.0,26.0,61371.333333333336,63356.16666666666,46595.833333333336,15021.28028662243,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143
26,17,14,10,2,0,58478.0,62180.0,63456.0,51644.0,49917.0,51876.0,25.0,26.0,57082.0,60617.333333333336,46551.833333333336,15007.39058124254,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143
25,18,14,10,2,0,50588.0,58478.0,62180.0,51139.0,49054.0,51682.0,26.0,27.0,53021.0,58134.833333333336,46504.25,14994.018361681136,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
25,19,14,10,2,0,49997.0,50588.0,58478.0,51816.0,51335.0,52496.0,25.0,26.0,50164.333333333336,55767.833333333336,46424.75,14969.668801337437,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.2225209339563143
24,20,14,10,2,0,49908.0,49997.0,50588.0,49746.0,49185.0,50771.0,25.0,25.0,49268.66666666666,53175.333333333336,46347.875,14956.603035950253,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
24,21,14,10,2,0,47901.0,49908.0,49997.0,38812.0,39273.0,40564.0,24.0,25.0,45287.0,49154.0,46316.208333333336,14974.046349772703,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.2225209339563143
24,22,14,10,2,0,38052.0,47901.0,49908.0,35340.0,34678.0,36901.0,24.0,25.0,39836.66666666666,45000.5,46241.91666666666,15035.16929219368,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143
24,23,14,10,2,0,33557.0,38052.0,47901.0,32263.0,31668.0,33486.0,24.0,24.0,34230.666666666664,41749.66666666666,46192.75,15084.71712420845,-0.2588190451025215,0.965925826289068,0.9749279121818236,-0.2225209339563143
23,0,15,10,3,0,31083.0,33557.0,38052.0,30241.0,29806.0,31587.0,24.0,24.0,31158.33333333333,38222.66666666666,46134.16666666666,15151.941582191414,0.0,1.0,0.4338837391175582,-0.900968867902419
23,1,15,10,3,0,28835.0,31083.0,33557.0,28879.0,28411.0,30466.0,23.0,24.0,29318.33333333333,34577.5,46099.083333333336,15194.54679043317,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419
23,2,15,10,3,0,28037.0,28835.0,31083.0,27274.0,27474.0,29172.0,23.0,24.0,27912.666666666668,31071.666666666668,46082.083333333336,15216.73648927569,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419
23,3,15,10,3,0,26866.0,28037.0,28835.0,26914.0,26952.0,28269.0,23.0,24.0,27077.33333333333,29117.83333333333,46057.708333333336,15249.209842620425,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419
23,4,15,10,3,0,26329.0,26866.0,28037.0,26794.0,26862.0,27716.0,23.0,23.0,26512.666666666668,27915.5,46038.91666666666,15274.2380580381,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
23,5,15,10,3,0,26343.0,26329.0,26866.0,29057.0,28662.0,29377.0,23.0,23.0,26963.666666666668,27438.166666666668,46004.0,15315.64798839227,0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419
22,6,15,10,3,0,28219.0,26343.0,26329.0,32632.0,31533.0,33465.0,23.0,23.0,28879.666666666668,27978.5,45980.875,15337.120069529685,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419
22,7,15,10,3,0,32077.0,28219.0,26343.0,42364.0,40967.0,43499.0,22.0,23.0,34023.333333333336,30268.0,45956.29166666666,15343.640950142191,0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419
23,8,15,10,3,0,41774.0,32077.0,28219.0,53124.0,51586.0,54183.0,22.0,24.0,41767.0,34365.333333333336,45886.54166666666,15313.416016197732,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419
26,9,15,10,3,0,51450.0,41774.0,32077.0,63142.0,63154.0,65333.0,23.0,26.0,52012.0,40445.833333333336,45872.79166666666,15297.388370395334,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419
28,10,15,10,3,0,62812.0,51450.0,41774.0,66982.0,66021.0,65250.0,26.0,28.0,59898.0,46960.66666666666,45808.208333333336,15207.400861248658,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
30,11,15,10,3,0,65432.0,62812.0,51450.0,67021.0,66607.0,64471.0,28.0,30.0,64605.66666666666,53186.333333333336,45747.875,15122.216651733066,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419
30,12,15,10,3,0,65573.0,65432.0,62812.0,64892.0,66421.0,62037.0,30.0,31.0,65359.0,58685.5,45755.375,15132.165530282367,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419
32,13,15,10,3,0,65072.0,65573.0,65432.0,64110.0,66088.0,62030.0,30.0,31.0,65128.66666666666,62513.333333333336,45781.66666666666,15165.953117790215,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419
30,14,15,10,3,0,64741.0,65072.0,65573.0,63456.0,66587.0,62215.0,32.0,32.0,64316.333333333336,64461.0,45768.333333333336,15149.871058904942,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419
26,15,15,10,3,0,63136.0,64741.0,65072.0,62180.0,65082.0,62047.0,30.0,30.0,63300.333333333336,64329.66666666666,45761.833333333336,15142.555242605476,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419
25,16,15,10,3,0,62024.0,63136.0,64741.0,58478.0,60267.0,57874.0,26.0,25.0,60890.333333333336,63009.5,45721.54166666666,15108.496866445785,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419
25,17,15,10,3,0,57511.0,62024.0,63136.0,50588.0,51644.0,49807.0,25.0,26.0,56582.333333333336,60449.333333333336,45705.875,15103.425313520218,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419
26,18,15,10,3,0,50212.0,57511.0,62024.0,49997.0,51139.0,49533.0,25.0,25.0,52625.66666666666,57963.0,45712.41666666666,15105.398585523408,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
26,19,15,10,3,0,50154.0,50212.0,57511.0,49908.0,51816.0,50198.0,26.0,25.0,50349.0,55619.66666666666,45744.625,15115.554228537763,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419
26,20,15,10,3,0,50681.0,50154.0,50212.0,47901.0,49746.0,47894.0,26.0,24.0,49621.0,53101.66666666666,45749.91666666666,15116.364164638511,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
25,21,15,10,3,0,48028.0,50681.0,50154.0,38052.0,38812.0,37554.0,26.0,24.0,45554.333333333336,49090.0,45745.833333333336,15118.547065188346,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419
25,22,15,10,3,0,37954.0,48028.0,50681.0,33557.0,35340.0,33376.0,25.0,24.0,39861.0,45105.0,45747.66666666666,15117.007325947488,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419
24,23,15,10,3,0,33601.0,37954.0,48028.0,31083.0,32263.0,30768.0,25.0,24.0,34202.333333333336,41911.66666666666,45746.375,15118.31608926723,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419
