temperature,hour,day,month,day_of_week,is_weekend,load_lag_1,load_lag_2,load_lag_3,load_lag_24,load_lag_48,load_lag_168,temp_lag_1,temp_lag_24,rolling_mean_3,rolling_mean_6,rolling_mean_24,rolling_std_24,hour_sin,hour_cos,dow_sin,dow_cos
24,1,11,2,2,0,33471.0,35745.0,38320.0,26602.0,26643.0,26124.0,24.0,23.0,33649.333333333336,39637.16666666666,46090.208333333336,14938.934296369018,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143
24,2,11,2,2,0,31732.0,33471.0,35745.0,25242.0,25464.0,25310.0,24.0,23.0,31956.666666666668,35808.666666666664,46316.25,14647.973180020752,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143
24,3,11,2,2,0,30667.0,31732.0,33471.0,24640.0,24871.0,24487.0,24.0,23.0,30819.666666666668,33332.5,46542.083333333336,14337.748222078271,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.2225209339563143
23,4,11,2,2,0,30060.0,30667.0,31732.0,24686.0,24363.0,24142.0,24.0,22.0,30118.33333333333,31883.83333333333,46748.0,14042.658224139706,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
23,5,11,2,2,0,29628.0,30060.0,30667.0,25587.0,24655.0,25087.0,23.0,22.0,30048.666666666668,31002.666666666668,46950.958333333336,13755.791379504406,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143
23,6,11,2,2,0,30458.0,29628.0,30060.0,28912.0,26075.0,27989.0,23.0,22.0,31102.33333333333,30961.0,47130.5,13536.48116243169,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143
23,7,11,2,2,0,33221.0,30458.0,29628.0,36222.0,26559.0,34778.0,23.0,22.0,35070.0,32594.166666666668,47351.708333333336,13393.087193153196,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143
23,8,11,2,2,0,41531.0,33221.0,30458.0,47210.0,30385.0,45449.0,23.0,22.0,42492.0,36270.333333333336,47581.458333333336,13437.77064836972,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143
25,9,11,2,2,0,52724.0,41531.0,33221.0,56000.0,38564.0,55326.0,23.0,25.0,52146.0,41624.16666666666,47839.083333333336,13663.558196950296,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563143
27,10,11,2,2,0,62183.0,52724.0,41531.0,62456.0,44965.0,60908.0,25.0,28.0,60775.0,47922.5,48045.833333333336,13929.30715735913,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143
28,11,11,2,2,0,67418.0,62183.0,52724.0,64323.0,45326.0,62321.0,27.0,29.0,66359.0,54425.5,48260.54166666666,14227.634237573957,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143
31,12,11,2,2,0,69476.0,67418.0,62183.0,64164.0,45695.0,61679.0,28.0,30.0,68774.33333333333,60460.16666666666,48479.91666666666,14521.074459936244,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143
31,13,11,2,2,0,69429.0,69476.0,67418.0,63890.0,45295.0,61270.0,31.0,31.0,69196.66666666667,64985.833333333336,48679.708333333336,14773.115421570908,-0.2588190451025208,-0.9659258262890684,0.9749279121818236,-0.2225209339563143
32,14,11,2,2,0,68685.0,69429.0,69476.0,64937.0,45459.0,62116.0,31.0,32.0,69268.0,67813.5,48877.75,15030.151051484245,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143
32,15,11,2,2,0,69690.0,68685.0,69429.0,64613.0,46353.0,61457.0,32.0,32.0,69152.33333333333,68963.33333333333,49063.958333333336,15259.50394509469,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.2225209339563143
32,16,11,2,2,0,69082.0,69690.0,68685.0,62040.0,45611.0,58496.0,32.0,32.0,67918.66666666667,68557.66666666667,49186.625,15379.709294511831,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143
28,17,11,2,2,0,64984.0,69082.0,69690.0,52402.0,44640.0,51352.0,32.0,31.0,63298.0,66283.0,49329.375,15426.67889196724,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143
25,18,11,2,2,0,55828.0,64984.0,69082.0,49721.0,45286.0,48544.0,28.0,31.0,57697.333333333336,63424.833333333336,49436.0,15438.34253043229,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143
23,19,11,2,2,0,52280.0,55828.0,64984.0,51297.0,48400.0,50761.0,25.0,29.0,54325.0,61121.833333333336,49584.75,15474.210051482089,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.2225209339563143
23,20,11,2,2,0,54867.0,52280.0,55828.0,53638.0,47521.0,49419.0,23.0,27.0,53282.0,58290.0,49545.625,15464.700398600557,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
24,21,11,2,2,0,52699.0,54867.0,52280.0,44917.0,38024.0,39197.0,23.0,26.0,50468.0,54082.66666666666,49500.66666666666,15480.30213632415,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.2225209339563143
23,22,11,2,2,0,43838.0,52699.0,54867.0,38320.0,33344.0,33706.0,24.0,26.0,44717.0,49521.0,49471.25,15503.126075366014,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143
24,23,11,2,2,0,37614.0,43838.0,52699.0,35745.0,30314.0,30458.0,23.0,25.0,38707.66666666666,45994.833333333336,49426.5,15545.960632910335,-0.2588190451025215,0.965925826289068,0.9749279121818236,-0.2225209339563143
24,0,12,2,3,0,34671.0,37614.0,43838.0,33471.0,27900.0,27920.0,24.0,24.0,34866.0,42667.0,49378.25,15599.340209709477,0.0,1.0,0.4338837391175582,-0.900968867902419
23,1,12,2,3,0,32313.0,34671.0,37614.0,31732.0,26602.0,26530.0,24.0,24.0,31364.666666666668,38040.833333333336,49185.66666666666,15853.131967797524,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419
23,2,12,2,3,0,27110.0,32313.0,34671.0,30667.0,25242.0,25557.0,23.0,24.0,28489.33333333333,33598.5,48993.083333333336,16113.807962000476,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419
23,3,12,2,3,0,26045.0,27110.0,32313.0,30060.0,24640.0,24835.0,23.0,24.0,26139.666666666668,30502.83333333333,48793.25,16386.24809498602,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419
23,4,12,2,3,0,25264.0,26045.0,27110.0,29628.0,24686.0,24860.0,23.0,23.0,25529.666666666668,28447.166666666668,48612.083333333336,16629.58118355895,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
24,5,12,2,3,0,25280.0,25264.0,26045.0,30458.0,25587.0,25724.0,23.0,23.0,25522.0,27005.666666666668,48427.25,16863.144170826658,0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419
24,6,12,2,3,0,26022.0,25280.0,25264.0,33221.0,28912.0,28827.0,24.0,23.0,26707.33333333333,26423.5,48243.875,17058.488516335634,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419
24,7,12,2,3,0,28820.0,26022.0,25280.0,41531.0,36222.0,36107.0,24.0,23.0,30438.33333333333,27984.0,48033.125,17175.869745239484,0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419
23,8,12,2,3,0,36473.0,28820.0,26022.0,52724.0,47210.0,45771.0,24.0,23.0,37244.333333333336,31383.166666666668,47771.29166666666,17149.128400919686,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419
24,9,12,2,3,0,46440.0,36473.0,28820.0,62183.0,56000.0,55801.0,23.0,25.0,46102.66666666666,36405.0,47488.458333333336,16955.996287011367,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419
26,10,12,2,3,0,55395.0,46440.0,36473.0,67418.0,62456.0,60808.0,24.0,27.0,54135.0,42286.66666666666,47203.125,16661.09732101148,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
27,11,12,2,3,0,60570.0,55395.0,46440.0,69476.0,64323.0,62203.0,26.0,28.0,59476.66666666666,48360.5,46911.0,16311.393124199183,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419
30,12,12,2,3,0,62465.0,60570.0,55395.0,69429.0,64164.0,61680.0,27.0,31.0,61880.0,53991.333333333336,46626.66666666666,15957.438733316032,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419
31,13,12,2,3,0,62605.0,62465.0,60570.0,68685.0,63890.0,61581.0,30.0,31.0,62519.66666666666,58327.333333333336,46368.5,15631.85226444358,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419
31,14,12,2,3,0,62489.0,62605.0,62465.0,69690.0,64937.0,62135.0,31.0,32.0,62668.333333333336,61072.5,46086.04166666666,15248.674466922925,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419
31,15,12,2,3,0,62911.0,62489.0,62605.0,69082.0,64613.0,61487.0,31.0,32.0,62540.333333333336,62210.16666666666,45800.16666666666,14858.124803173025,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419
31,16,12,2,3,0,62221.0,62911.0,62489.0,64984.0,62040.0,58990.0,31.0,32.0,61494.66666666666,62007.16666666666,45565.5,14583.910363076826,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419
26,17,12,2,3,0,59352.0,62221.0,62911.0,55828.0,52402.0,50707.0,31.0,28.0,57546.333333333336,60107.333333333336,45367.083333333336,14470.167043044872,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419
27,18,12,2,3,0,51066.0,59352.0,62221.0,52280.0,49721.0,47712.0,26.0,25.0,52651.333333333336,57595.833333333336,45169.41666666666,14403.879217575088,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419
27,19,12,2,3,0,47536.0,51066.0,59352.0,54867.0,51297.0,49885.0,27.0,23.0,49784.66666666666,55639.66666666666,44997.958333333336,14307.593762022208,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419
26,20,12,2,3,0,50752.0,47536.0,51066.0,52699.0,53638.0,48969.0,27.0,23.0,49112.333333333336,53329.333333333336,44845.875,14241.421971358874,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419
26,21,12,2,3,0,49049.0,50752.0,47536.0,43838.0,44917.0,39065.0,26.0,24.0,46711.333333333336,49681.333333333336,44699.833333333336,14270.149213645562,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419
25,22,12,2,3,0,40333.0,49049.0,50752.0,37614.0,38320.0,33552.0,26.0,23.0,41153.66666666666,45469.16666666666,44552.54166666666,14364.398984019495,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419
25,23,12,2,3,0,34079.0,40333.0,49049.0,34671.0,35745.0,30564.0,25.0,24.0,35116.0,42114.16666666666,44396.91666666666,14495.743183001525,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419
25,0,13,2,4,0,30936.0,34079.0,40333.0,32313.0,33471.0,28492.0,25.0,24.0,31307.0,39009.16666666666,44254.958333333336,14635.238779351095,0.0,1.0,-0.433883739117558,-0.9009688679024191
25,1,13,2,4,0,28906.0,30936.0,34079.0,27110.0,31732.0,26838.0,25.0,23.0,29181.0,35167.333333333336,44279.583333333336,14605.60391534301,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191
25,2,13,2,4,0,27701.0,28906.0,30936.0,26045.0,30667.0,25661.0,25.0,23.0,27784.0,31450.0,44308.75,14568.258346114317,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
24,3,13,2,4,0,26745.0,27701.0,28906.0,25264.0,30060.0,24910.0,25.0,23.0,26757.33333333333,29032.166666666668,44332.16666666666,14536.732877563038,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191
24,4,13,2,4,0,25826.0,26745.0,27701.0,25280.0,29628.0,24785.0,24.0,23.0,26075.33333333333,27628.166666666668,44347.79166666666,14515.550138533308,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
24,5,13,2,4,0,25655.0,25826.0,26745.0,26022.0,30458.0,25582.0,24.0,24.0,26028.666666666668,26906.33333333333,44372.083333333336,14484.00220608227,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191
24,6,13,2,4,0,26605.0,25655.0,25826.0,28820.0,33221.0,28641.0,24.0,24.0,27198.666666666668,26978.0,44393.583333333336,14460.276577175306,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
23,7,13,2,4,0,29336.0,26605.0,25655.0,36473.0,41531.0,35278.0,24.0,24.0,30940.33333333333,28507.83333333333,44410.54166666666,14450.819386965888,0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191
24,8,13,2,4,0,36880.0,29336.0,26605.0,46440.0,52724.0,45305.0,23.0,23.0,37611.333333333336,31820.0,44417.958333333336,14451.951896089437,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
25,9,13,2,4,0,46618.0,36880.0,29336.0,55395.0,62183.0,55658.0,24.0,24.0,45166.333333333336,36182.5,44276.54166666666,14356.156264607864,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
27,10,13,2,4,0,52001.0,46618.0,36880.0,60570.0,67418.0,60847.0,25.0,26.0,51932.66666666666,41436.5,44135.25,14204.713927456216,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
29,11,13,2,4,0,57179.0,52001.0,46618.0,62465.0,69476.0,62160.0,27.0,27.0,56092.333333333336,46851.833333333336,43994.91666666666,14031.333312073084,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191
30,12,13,2,4,0,59097.0,57179.0,52001.0,62605.0,69429.0,60316.0,29.0,30.0,57987.0,51576.66666666666,43789.91666666666,13781.32923139336,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
31,13,13,2,4,0,57685.0,59097.0,57179.0,62489.0,68685.0,59586.0,30.0,31.0,58144.333333333336,55038.5,43588.333333333336,13528.993772367285,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191
31,14,13,2,4,0,57651.0,57685.0,59097.0,62911.0,69690.0,60672.0,31.0,31.0,59993.333333333336,58042.833333333336,43660.54166666666,13640.77165667294,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
31,15,13,2,4,0,64644.0,57651.0,57685.0,62221.0,69082.0,61603.0,31.0,31.0,63556.333333333336,60771.66666666666,43916.91666666666,14056.271872344903,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191
32,16,13,2,4,0,68374.0,64644.0,57651.0,59352.0,64984.0,59035.0,31.0,31.0,66105.66666666667,62125.0,44164.708333333336,14388.688173214874,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
32,17,13,2,4,0,65299.0,68374.0,64644.0,51066.0,55828.0,50881.0,32.0,26.0,62654.66666666666,61324.0,44299.083333333336,14470.766011143793,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191
31,18,13,2,4,0,54291.0,65299.0,68374.0,47536.0,52280.0,47833.0,32.0,27.0,56476.0,60016.16666666666,44395.0,14500.752235360183,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191
29,19,13,2,4,0,49838.0,54291.0,65299.0,50752.0,54867.0,50253.0,31.0,27.0,53090.0,59597.833333333336,44577.875,14611.660297032253,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191
27,20,13,2,4,0,55141.0,49838.0,54291.0,49049.0,52699.0,48314.0,29.0,26.0,52950.66666666666,57802.66666666666,44778.875,14708.697439780282,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
25,21,13,2,4,0,53873.0,55141.0,49838.0,40333.0,43838.0,39220.0,27.0,26.0,50870.0,53673.0,44914.833333333336,14680.869991596,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191
24,22,13,2,4,0,43596.0,53873.0,55141.0,34079.0,37614.0,33467.0,25.0,25.0,45014.0,49052.0,45060.41666666666,14585.760283105948,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
23,23,13,2,4,0,37573.0,43596.0,53873.0,30936.0,34671.0,30534.0,24.0,25.0,38561.66666666666,45756.16666666666,45209.583333333336,14452.730793315735,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191
23,0,14,2,5,1,34516.0,37573.0,43596.0,28906.0,32313.0,30408.0,23.0,25.0,34551.333333333336,42710.66666666666,45320.375,14332.004410356463,0.0,1.0,-0.9749279121818236,-0.2225209339563146
23,1,14,2,5,1,31565.0,34516.0,37573.0,27701.0,27110.0,26247.0,23.0,25.0,32006.666666666668,38510.333333333336,45413.625,14219.217992967147,0.2588190451025207,0.9659258262890684,-0.9749279121818236,-0.2225209339563146
23,2,14,2,5,1,29939.0,31565.0,34516.0,26745.0,26045.0,25205.0,23.0,25.0,30081.0,34321.333333333336,45496.708333333336,14110.806187424476,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
22,3,14,2,5,1,28739.0,29939.0,31565.0,25826.0,25264.0,24629.0,23.0,24.0,28792.33333333333,31671.83333333333,45574.75,14002.04497875062,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
22,4,14,2,5,1,27699.0,28739.0,29939.0,25655.0,25280.0,24835.0,22.0,24.0,27999.33333333333,30003.0,45654.125,13889.158472371571,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
22,5,14,2,5,1,27560.0,27699.0,28739.0,26605.0,26022.0,25053.0,22.0,24.0,27686.666666666668,28883.83333333333,45703.958333333336,13819.812398774366,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146
22,6,14,2,5,1,27801.0,27560.0,27699.0,29336.0,28820.0,26153.0,22.0,24.0,28225.0,28508.666666666668,45703.04166666666,13820.945970516144,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
22,7,14,2,5,1,29314.0,27801.0,27560.0,36880.0,36473.0,27911.0,22.0,23.0,29426.33333333333,28712.83333333333,45464.875,14027.30706534343,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146
23,8,14,2,5,1,31164.0,29314.0,27801.0,46618.0,46440.0,32747.0,22.0,24.0,32851.0,30268.83333333333,45108.91666666666,14104.952111925411,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
23,9,14,2,5,1,38075.0,31164.0,29314.0,52001.0,55395.0,42750.0,23.0,25.0,39629.0,33927.0,45010.875,14063.078821517583,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
26,10,14,2,5,1,49648.0,38075.0,31164.0,57179.0,60570.0,47901.0,23.0,27.0,47776.333333333336,38601.333333333336,44945.333333333336,14007.458552551505,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
29,11,14,2,5,1,55606.0,49648.0,38075.0,59097.0,62465.0,49249.0,26.0,29.0,54183.333333333336,43517.16666666666,44870.29166666666,13932.974236865004,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
31,12,14,2,5,1,57296.0,55606.0,49648.0,57685.0,62605.0,48328.0,29.0,30.0,56260.66666666666,47944.833333333336,44795.083333333336,13865.50287871699,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
32,13,14,2,5,1,55880.0,57296.0,55606.0,57651.0,62489.0,45610.0,31.0,31.0,55069.333333333336,51422.833333333336,44560.958333333336,13685.255049899368,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146
32,14,14,2,5,1,52032.0,55880.0,57296.0,64644.0,62911.0,44939.0,32.0,31.0,53017.66666666666,53600.5,43998.333333333336,13088.252272027425,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
31,15,14,2,5,1,51141.0,52032.0,55880.0,68374.0,62221.0,44373.0,32.0,31.0,51326.333333333336,53793.5,43266.333333333336,12121.24512425675,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
31,16,14,2,5,1,50806.0,51141.0,52032.0,65299.0,59352.0,44043.0,31.0,32.0,50714.0,52891.66666666666,42637.0,11291.258619719529,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
30,17,14,2,5,1,50195.0,50806.0,51141.0,54291.0,51066.0,44392.0,31.0,32.0,49803.333333333336,51410.5,42391.91666666666,11089.334233031455,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146
30,18,14,2,5,1,48409.0,50195.0,50806.0,49838.0,47536.0,45047.0,30.0,31.0,49231.0,50278.66666666666,42360.708333333336,11068.502253178724,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146
29,19,14,2,5,1,49089.0,48409.0,50195.0,55141.0,50752.0,48366.0,30.0,29.0,50239.0,50476.5,42280.625,10978.601304009111,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
28,20,14,2,5,1,53219.0,49089.0,48409.0,53873.0,49049.0,47037.0,29.0,27.0,51428.66666666666,50616.0,42201.66666666666,10898.123271489409,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
27,21,14,2,5,1,51978.0,53219.0,49089.0,43596.0,40333.0,38028.0,28.0,25.0,49295.333333333336,49263.16666666666,42163.875,10894.64994474249,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
26,22,14,2,5,1,42689.0,51978.0,53219.0,37573.0,34079.0,32429.0,27.0,24.0,44035.66666666666,47137.333333333336,42158.333333333336,10897.12021258532,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
25,23,14,2,5,1,37440.0,42689.0,51978.0,34516.0,30936.0,30205.0,26.0,23.0,38254.0,44841.333333333336,42163.208333333336,10893.578239850896,-0.2588190451025215,0.965925826289068,-0.9749279121818236,-0.2225209339563146
25,0,15,2,6,1,34633.0,37440.0,42689.0,31565.0,28906.0,34018.0,25.0,23.0,34680.333333333336,41987.833333333336,42180.0,10876.829309412107,0.0,1.0,-0.7818314824680299,0.6234898018587334
24,1,15,2,6,1,31968.0,34633.0,37440.0,29939.0,27701.0,32119.0,25.0,23.0,32318.666666666668,38177.16666666666,42197.333333333336,10856.786892224962,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334
24,2,15,2,6,1,30355.0,31968.0,34633.0,28739.0,26745.0,28075.0,24.0,23.0,30498.666666666668,34376.333333333336,42215.41666666666,10833.732689740547,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334
23,3,15,2,6,1,29173.0,30355.0,31968.0,27699.0,25826.0,24945.0,24.0,22.0,29277.33333333333,31978.83333333333,42240.625,10799.135395393596,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334
23,4,15,2,6,1,28304.0,29173.0,30355.0,27560.0,25655.0,24142.0,23.0,22.0,28482.666666666668,30400.666666666668,42257.75,10775.142267798774,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
23,5,15,2,6,1,27971.0,28304.0,29173.0,27801.0,26605.0,24293.0,23.0,22.0,28027.0,29262.83333333333,42257.958333333336,10774.850643488851,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334
22,6,15,2,6,1,27806.0,27971.0,28304.0,29314.0,29336.0,25102.0,23.0,22.0,28143.33333333333,28710.33333333333,42230.41666666666,10810.162239528456,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
23,7,15,2,6,1,28653.0,27806.0,27971.0,31164.0,36880.0,25193.0,22.0,22.0,28227.0,28354.83333333333,42107.833333333336,10956.79359502849,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334
23,8,15,2,6,1,28222.0,28653.0,27806.0,38075.0,46618.0,27099.0,23.0,23.0,29076.666666666668,28551.83333333333,41786.16666666666,11191.15057093991,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
24,9,15,2,6,1,30355.0,28222.0,28653.0,49648.0,52001.0,36415.0,23.0,23.0,32813.0,30478.166666666668,41378.41666666666,11069.869658384538,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334
27,10,15,2,6,1,39862.0,30355.0,28222.0,55606.0,57179.0,41749.0,24.0,26.0,38990.66666666666,33608.833333333336,41009.625,10717.084438095108,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
29,11,15,2,6,1,46755.0,39862.0,30355.0,57296.0,59097.0,42156.0,27.0,29.0,44763.0,36919.833333333336,40608.625,10251.12439140424,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334
30,12,15,2,6,1,47672.0,46755.0,39862.0,55880.0,57685.0,42108.0,29.0,31.0,47549.333333333336,40181.16666666666,40289.5,9867.066124894623,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
32,13,15,2,6,1,48221.0,47672.0,46755.0,52032.0,57651.0,42172.0,30.0,32.0,47792.0,43391.333333333336,40099.958333333336,9673.48408741609,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334
33,14,15,2,6,1,47483.0,48221.0,47672.0,51141.0,64644.0,42569.0,32.0,32.0,47815.0,46289.0,39958.29166666666,9528.570358933415,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
33,15,15,2,6,1,47741.0,47483.0,48221.0,50806.0,68374.0,42984.0,33.0,31.0,47554.66666666666,47552.0,39818.04166666666,9385.662337838876,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334
33,16,15,2,6,1,47440.0,47741.0,47483.0,50195.0,65299.0,42466.0,33.0,31.0,47408.0,47600.0,39686.708333333336,9255.292067733872,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
32,17,15,2,6,1,47043.0,47440.0,47741.0,48409.0,54291.0,42497.0,33.0,30.0,47131.66666666666,47473.333333333336,39624.333333333336,9198.825566185122,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334
32,18,15,2,6,1,46912.0,47043.0,47440.0,49089.0,49838.0,44150.0,32.0,30.0,47120.66666666666,47337.66666666666,39554.25,9129.72954621089,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334
31,19,15,2,6,1,47407.0,46912.0,47043.0,53219.0,55141.0,47482.0,32.0,29.0,48687.333333333336,48047.66666666666,39492.75,9038.190893670837,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334
30,20,15,2,6,1,51743.0,47407.0,46912.0,51978.0,53873.0,46361.0,31.0,28.0,50026.0,48578.833333333336,39449.0,8977.464815956604,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
28,21,15,2,6,1,50928.0,51743.0,47407.0,42689.0,43596.0,37268.0,30.0,27.0,48953.66666666666,48037.16666666666,39511.54166666666,9006.200086506407,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334
27,22,15,2,6,1,44190.0,50928.0,51743.0,37440.0,37573.0,32658.0,28.0,26.0,45128.66666666666,46908.0,39629.375,8996.413371389324,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
27,23,15,2,6,1,40268.0,44190.0,50928.0,34633.0,34516.0,30474.0,27.0,25.0,40613.333333333336,45319.66666666666,39743.91666666666,8947.40061313249,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334
