time,temperature,load,hour,day,month,day_of_week,is_weekend,load_lag_1,load_lag_2,load_lag_3,load_lag_24,load_lag_48,load_lag_168,temp_lag_1,temp_lag_24,rolling_mean_3,rolling_mean_6,rolling_mean_24,rolling_std_24
2009-01-01 01:00:00,24,30360,1,1,1,3,0,,,,,,,,,,,,
2009-01-01 02:00:00,24,29155,2,1,1,3,0,30360.0,,,,,,24.0,,,,,
2009-01-01 03:00:00,24,28086,3,1,1,3,0,29155.0,30360.0,,,,,24.0,,29200.333333333332,,,
2009-01-01 04:00:00,24,28031,4,1,1,3,0,28086.0,29155.0,30360.0,,,,24.0,,28424.0,,,
2009-01-01 05:00:00,24,27730,5,1,1,3,0,28031.0,28086.0,29155.0,,,,24.0,,27949.0,,,
2009-01-01 06:00:00,24,30490,6,1,1,3,0,27730.0,28031.0,28086.0,,,,24.0,,28750.333333333332,28975.333333333332,,
2009-01-01 07:00:00,24,37081,7,1,1,3,0,30490.0,27730.0,28031.0,,,,24.0,,31767.0,30095.5,,
2009-01-01 08:00:00,24,46975,8,1,1,3,0,37081.0,30490.0,27730.0,,,,24.0,,38182.0,33065.5,,
2009-01-01 09:00:00,25,57261,9,1,1,3,0,46975.0,37081.0,30490.0,,,,24.0,,47105.666666666664,37928.0,,
2009-01-01 10:00:00,28,63679,10,1,1,3,0,57261.0,46975.0,37081.0,,,,25.0,,55971.666666666664,43869.333333333336,,
2009-01-01 11:00:00,30,65123,11,1,1,3,0,63679.0,57261.0,46975.0,,,,28.0,,62021.0,50101.5,,
2009-01-01 12:00:00,30,65142,12,1,1,3,0,65123.0,63679.0,57261.0,,,,30.0,,64648.0,55876.833333333336,,
2009-01-01 13:00:00,30,64745,13,1,1,3,0,65142.0,65123.0,63679.0,,,,30.0,,65003.333333333336,60487.5,,
2009-01-01 14:00:00,28,64783,14,1,1,3,0,64745.0,65142.0,65123.0,,,,30.0,,64890.0,63455.5,,
2009-01-01 15:00:00,29,64607,15,1,1,3,0,64783.0,64745.0,65142.0,,,,28.0,,64711.666666666664,64679.833333333336,,
2009-01-01 16:00:00,29,61089,16,1,1,3,0,64607.0,64783.0,64745.0,,,,29.0,,63493.0,64248.166666666664,,
2009-01-01 17:00:00,29,52406,17,1,1,3,0,61089.0,64607.0,64783.0,,,,29.0,,59367.333333333336,62128.666666666664,,
2009-01-01 18:00:00,28,50328,18,1,1,3,0,52406.0,61089.0,64607.0,,,,29.0,,54607.666666666664,59659.666666666664,,
2009-01-01 19:00:00,27,52425,19,1,1,3,0,50328.0,52406.0,61089.0,,,,28.0,,51719.666666666664,57606.333333333336,,
2009-01-01 20:00:00,25,50457,20,1,1,3,0,52425.0,50328.0,52406.0,,,,27.0,,51070.0,55218.666666666664,,
2009-01-01 21:00:00,25,41577,21,1,1,3,0,50457.0,52425.0,50328.0,,,,25.0,,48153.0,51380.333333333336,,
2009-01-01 22:00:00,25,36002,22,1,1,3,0,41577.0,50457.0,52425.0,,,,25.0,,42678.666666666664,47199.166666666664,,
2009-01-01 23:00:00,25,33522,23,1,1,3,0,36002.0,41577.0,50457.0,,,,25.0,,37033.666666666664,44051.833333333336,,
2009-01-02 00:00:00,24,30625,0,2,1,4,0,33522.0,36002.0,41577.0,,,,25.0,,33383.0,40768.0,46319.958333333336,14605.8655325424
2009-01-02 01:00:00,24,29060,1,2,1,4,0,30625.0,33522.0,36002.0,30360.0,,,24.0,24.0,31069.0,36873.833333333336,46265.791666666664,14669.89753966521
2009-01-02 02:00:00,24,27586,2,2,1,4,0,29060.0,30625.0,33522.0,29155.0,,,24.0,24.0,29090.333333333332,33062.0,46200.416666666664,14752.727691534867
2009-01-02 03:00:00,24,26846,3,2,1,4,0,27586.0,29060.0,30625.0,28086.0,,,24.0,24.0,27830.666666666668,30606.833333333332,46148.75,14820.939500379623
2009-01-02 04:00:00,23,26561,4,2,1,4,0,26846.0,27586.0,29060.0,28031.0,,,24.0,24.0,26997.666666666668,29033.333333333332,46087.5,14901.885996774688
2009-01-02 05:00:00,23,26626,5,2,1,4,0,26561.0,26846.0,27586.0,27730.0,,,23.0,24.0,26677.666666666668,27884.0,46041.5,14962.597042655047
2009-01-02 06:00:00,23,29623,6,2,1,4,0,26626.0,26561.0,26846.0,30490.0,,,23.0,24.0,27603.333333333332,27717.0,46005.375,15002.769027930635
2009-01-02 07:00:00,23,36612,7,2,1,4,0,29623.0,26626.0,26561.0,37081.0,,,23.0,24.0,30953.666666666668,28975.666666666668,45985.833333333336,15015.199060970843
2009-01-02 08:00:00,23,48735,8,2,1,4,0,36612.0,29623.0,26626.0,46975.0,,,23.0,24.0,38323.333333333336,32500.5,46059.166666666664,15024.535101442998
2009-01-02 09:00:00,24,57640,9,2,1,4,0,48735.0,36612.0,29623.0,57261.0,,,23.0,25.0,47662.333333333336,37632.833333333336,46074.958333333336,15037.014780864169
2009-01-02 10:00:00,25,62674,10,2,1,4,0,57640.0,48735.0,36612.0,63679.0,,,24.0,28.0,56349.666666666664,43651.666666666664,46033.083333333336,14987.17644294228
2009-01-02 11:00:00,27,64199,11,2,1,4,0,62674.0,57640.0,48735.0,65123.0,,,25.0,30.0,61504.333333333336,49913.833333333336,45994.583333333336,14937.108101220136
2009-01-02 12:00:00,28,63426,12,2,1,4,0,64199.0,62674.0,57640.0,65142.0,,,27.0,30.0,63433.0,55547.666666666664,45923.083333333336,14845.294367654647
2009-01-02 13:00:00,29,62501,13,2,1,4,0,63426.0,64199.0,62674.0,64745.0,,,28.0,30.0,63375.333333333336,59862.5,45829.583333333336,14728.199145846382
2009-01-02 14:00:00,29,63652,14,2,1,4,0,62501.0,63426.0,64199.0,64783.0,,,29.0,28.0,63193.0,62348.666666666664,45782.458333333336,14666.598826197678
2009-01-02 15:00:00,28,63210,15,2,1,4,0,63652.0,62501.0,63426.0,64607.0,,,29.0,29.0,63121.0,63277.0,45724.25,14591.218783465501
2009-01-02 16:00:00,28,62199,16,2,1,4,0,63210.0,63652.0,62501.0,61089.0,,,28.0,29.0,63020.333333333336,63197.833333333336,45770.5,14643.702929186347
2009-01-02 17:00:00,28,54278,17,2,1,4,0,62199.0,63210.0,63652.0,52406.0,,,28.0,29.0,59895.666666666664,61544.333333333336,45848.5,14685.509711217408
2009-01-02 18:00:00,27,50700,18,2,1,4,0,54278.0,62199.0,63210.0,50328.0,,,28.0,28.0,55725.666666666664,59423.333333333336,45864.0,14690.638637078286
2009-01-02 19:00:00,27,52979,19,2,1,4,0,50700.0,54278.0,62199.0,52425.0,,,27.0,27.0,52652.333333333336,57836.333333333336,45887.083333333336,14701.827123706846
2009-01-02 20:00:00,26,50947,20,2,1,4,0,52979.0,50700.0,54278.0,50457.0,,,27.0,25.0,51542.0,55718.833333333336,45907.5,14708.787955859409
2009-01-02 21:00:00,25,41600,21,2,1,4,0,50947.0,52979.0,50700.0,41577.0,,,26.0,25.0,48508.666666666664,52117.166666666664,45908.458333333336,14708.494286367366
2009-01-02 22:00:00,24,35936,22,2,1,4,0,41600.0,50947.0,52979.0,36002.0,,,25.0,25.0,42827.666666666664,47740.0,45905.708333333336,14710.43303674719
2009-01-02 23:00:00,24,32087,23,2,1,4,0,35936.0,41600.0,50947.0,33522.0,,,24.0,25.0,36541.0,44041.5,45845.916666666664,14765.768269936016
2009-01-03 00:00:00,24,29645,0,3,1,5,1,32087.0,35936.0,41600.0,30625.0,,,24.0,24.0,32556.0,40532.333333333336,45805.083333333336,14810.976202793323
2009-01-03 01:00:00,24,28288,1,3,1,5,1,29645.0,32087.0,35936.0,29060.0,30360.0,,24.0,24.0,30006.666666666668,36417.166666666664,45772.916666666664,14849.71223529313
2009-01-03 02:00:00,24,26990,2,3,1,5,1,28288.0,29645.0,32087.0,27586.0,29155.0,,24.0,24.0,28307.666666666668,32424.333333333332,45748.083333333336,14881.912204495726
2009-01-03 03:00:00,24,26284,3,3,1,5,1,26990.0,28288.0,29645.0,26846.0,28086.0,,24.0,24.0,27187.333333333332,29871.666666666668,45724.666666666664,14913.356685306913
2009-01-03 04:00:00,23,26047,4,3,1,5,1,26284.0,26990.0,28288.0,26561.0,28031.0,,24.0,23.0,26440.333333333332,28223.5,45703.25,14942.41440897572
2009-01-03 05:00:00,23,25965,5,3,1,5,1,26047.0,26284.0,26990.0,26626.0,27730.0,,23.0,23.0,26098.666666666668,27203.166666666668,45675.708333333336,14979.66890700211
2009-01-03 06:00:00,23,27347,6,3,1,5,1,25965.0,26047.0,26284.0,29623.0,30490.0,,23.0,23.0,26453.0,26820.166666666668,45580.875,15092.493551179381
2009-01-03 07:00:00,23,29320,7,3,1,5,1,27347.0,25965.0,26047.0,36612.0,37081.0,,23.0,23.0,27544.0,26992.166666666668,45277.041666666664,15352.06699149114
2009-01-03 08:00:00,24,33989,8,3,1,5,1,29320.0,27347.0,25965.0,48735.0,46975.0,,23.0,23.0,30218.666666666668,28158.666666666668,44662.625,15502.004529043275
2009-01-03 09:00:00,24,44474,9,3,1,5,1,33989.0,29320.0,27347.0,57640.0,57261.0,,24.0,24.0,35927.666666666664,31190.333333333332,44114.041666666664,15253.766450002826
2009-01-03 10:00:00,25,51617,10,3,1,5,1,44474.0,33989.0,29320.0,62674.0,63679.0,,24.0,25.0,43360.0,35452.0,43653.333333333336,14829.917278688832
2009-01-03 11:00:00,26,52517,11,3,1,5,1,51617.0,44474.0,33989.0,64199.0,65123.0,,25.0,27.0,49536.0,39877.333333333336,43166.583333333336,14308.802738833201
2009-01-03 12:00:00,26,50691,12,3,1,5,1,52517.0,51617.0,44474.0,63426.0,65142.0,,26.0,28.0,51608.333333333336,43768.0,42635.958333333336,13750.063394254386
2009-01-03 13:00:00,26,47800,13,3,1,5,1,50691.0,52517.0,51617.0,62501.0,64745.0,,26.0,29.0,50336.0,46848.0,42023.416666666664,13140.577824356544
2009-01-03 14:00:00,27,47629,14,3,1,5,1,47800.0,50691.0,52517.0,63652.0,64783.0,,26.0,29.0,48706.666666666664,49121.333333333336,41355.791666666664,12378.89097364214
2009-01-03 15:00:00,27,46962,15,3,1,5,1,47629.0,47800.0,50691.0,63210.0,64607.0,,27.0,28.0,47463.666666666664,49536.0,40678.791666666664,11548.14668729281
2009-01-03 16:00:00,26,46680,16,3,1,5,1,46962.0,47629.0,47800.0,62199.0,61089.0,,27.0,28.0,47090.333333333336,48713.166666666664,40032.166666666664,10693.624828420647
2009-01-03 17:00:00,26,45825,17,3,1,5,1,46680.0,46962.0,47629.0,54278.0,52406.0,,26.0,28.0,46489.0,47597.833333333336,39679.958333333336,10337.287948423571
2009-01-03 18:00:00,25,46635,18,3,1,5,1,45825.0,46680.0,46962.0,50700.0,50328.0,,26.0,27.0,46380.0,46921.833333333336,39510.583333333336,10180.996333393887
2009-01-03 19:00:00,25,50761,19,3,1,5,1,46635.0,45825.0,46680.0,52979.0,52425.0,,25.0,27.0,47740.333333333336,47415.333333333336,39418.166666666664,10062.803726625089
2009-01-03 20:00:00,24,49260,20,3,1,5,1,50761.0,46635.0,45825.0,50947.0,50457.0,,25.0,26.0,48885.333333333336,47687.166666666664,39347.875,9984.356321646816
2009-01-03 21:00:00,24,40557,21,3,1,5,1,49260.0,50761.0,46635.0,41600.0,41577.0,,24.0,25.0,46859.333333333336,46619.666666666664,39304.416666666664,9976.394150875516
2009-01-03 22:00:00,24,34675,22,3,1,5,1,40557.0,49260.0,50761.0,35936.0,36002.0,,24.0,24.0,41497.333333333336,44618.833333333336,39251.875,9998.202313687938
2009-01-03 23:00:00,23,31996,23,3,1,5,1,34675.0,40557.0,49260.0,32087.0,33522.0,,24.0,24.0,35742.666666666664,42314.0,39248.083333333336,10001.054470129277
2009-01-04 00:00:00,23,29536,0,4,1,6,1,31996.0,34675.0,40557.0,29645.0,30625.0,,23.0,24.0,32069.0,39464.166666666664,39243.541666666664,10005.628720132732
2009-01-04 01:00:00,23,28364,1,4,1,6,1,29536.0,31996.0,34675.0,28288.0,29060.0,,23.0,24.0,29965.333333333332,35731.333333333336,39246.708333333336,10002.022041129081
2009-01-04 02:00:00,24,26949,2,4,1,6,1,28364.0,29536.0,31996.0,26990.0,27586.0,,23.0,24.0,28283.0,32012.833333333332,39245.0,10004.209753029409
2009-01-04 03:00:00,24,25615,3,4,1,6,1,26949.0,28364.0,29536.0,26284.0,26846.0,,24.0,24.0,26976.0,29522.5,39217.125,10042.751278637008
2009-01-04 04:00:00,24,25146,4,4,1,6,1,25615.0,26949.0,28364.0,26047.0,26561.0,,24.0,23.0,25903.333333333332,27934.333333333332,39179.583333333336,10095.668821295369
2009-01-04 05:00:00,24,24969,5,4,1,6,1,25146.0,25615.0,26949.0,25965.0,26626.0,,24.0,23.0,25243.333333333332,26763.166666666668,39138.083333333336,10154.228713957667
2009-01-04 06:00:00,24,24833,6,4,1,6,1,24969.0,25146.0,25615.0,27347.0,29623.0,,24.0,23.0,24982.666666666668,25979.333333333332,39033.333333333336,10293.169367264314
2009-01-04 07:00:00,24,23998,7,4,1,6,1,24833.0,24969.0,25146.0,29320.0,36612.0,,24.0,23.0,24600.0,25251.666666666668,38811.583333333336,10565.256781655564
2009-01-04 08:00:00,24,25935,8,4,1,6,1,23998.0,24833.0,24969.0,33989.0,48735.0,,24.0,24.0,24922.0,25082.666666666668,38476.0,10849.190051916721
2009-01-04 09:00:00,25,35521,9,4,1,6,1,25935.0,23998.0,24833.0,44474.0,57640.0,,24.0,24.0,28484.666666666668,26733.666666666668,38102.958333333336,10787.7334706124
2009-01-04 10:00:00,26,41549,10,4,1,6,1,35521.0,25935.0,23998.0,51617.0,62674.0,,25.0,25.0,34335.0,29467.5,37683.458333333336,10429.164383464233
2009-01-04 11:00:00,28,42181,11,4,1,6,1,41549.0,35521.0,25935.0,52517.0,64199.0,,26.0,26.0,39750.333333333336,32336.166666666668,37252.791666666664,9994.333951225728
2009-01-04 12:00:00,30,42797,12,4,1,6,1,42181.0,41549.0,35521.0,50691.0,63426.0,,28.0,26.0,42175.666666666664,35330.166666666664,36923.875,9657.055745896258
2009-01-04 13:00:00,29,42573,13,4,1,6,1,42797.0,42181.0,41549.0,47800.0,62501.0,,30.0,26.0,42517.0,38426.0,36706.083333333336,9457.995954271422
2009-01-04 14:00:00,28,42768,14,4,1,6,1,42573.0,42797.0,42181.0,47629.0,63652.0,,29.0,27.0,42712.666666666664,41231.5,36503.541666666664,9263.971779351625
2009-01-04 15:00:00,28,42478,15,4,1,6,1,42768.0,42573.0,42797.0,46962.0,63210.0,,28.0,27.0,42606.333333333336,42391.0,36316.708333333336,9087.411318766715
2009-01-04 16:00:00,28,41759,16,4,1,6,1,42478.0,42768.0,42573.0,46680.0,62199.0,,28.0,26.0,42335.0,42426.0,36111.666666666664,8896.935811872525
2009-01-04 17:00:00,27,41730,17,4,1,6,1,41759.0,42478.0,42768.0,45825.0,54278.0,,28.0,26.0,41989.0,42350.833333333336,35941.041666666664,8740.445349707988
2009-01-04 18:00:00,26,43558,18,4,1,6,1,41730.0,41759.0,42478.0,46635.0,50700.0,,27.0,25.0,42349.0,42477.666666666664,35812.833333333336,8598.171355972547
2009-01-04 19:00:00,25,46955,19,4,1,6,1,43558.0,41730.0,41759.0,50761.0,52979.0,,26.0,25.0,44081.0,43208.0,35654.25,8341.757943440738
2009-01-04 20:00:00,25,45841,20,4,1,6,1,46955.0,43558.0,41730.0,49260.0,50947.0,,25.0,24.0,45451.333333333336,43720.166666666664,35511.791666666664,8125.696400813197
2009-01-04 21:00:00,24,37817,21,4,1,6,1,45841.0,46955.0,43558.0,40557.0,41600.0,,25.0,24.0,43537.666666666664,42943.333333333336,35397.625,8070.7919648704565
2009-01-04 22:00:00,24,31649,22,4,1,6,1,37817.0,45841.0,46955.0,34675.0,35936.0,,24.0,24.0,38435.666666666664,41258.333333333336,35271.541666666664,8106.130750075461
2009-01-04 23:00:00,24,28601,23,4,1,6,1,31649.0,37817.0,45841.0,31996.0,32087.0,,24.0,23.0,32689.0,39070.166666666664,35130.083333333336,8194.913278670352
2009-01-05 00:00:00,24,28846,0,5,1,0,0,28601.0,31649.0,37817.0,29536.0,29645.0,,24.0,23.0,29698.666666666668,36618.166666666664,35101.333333333336,8216.573869011807
2009-01-05 01:00:00,23,27669,1,5,1,0,0,28846.0,28601.0,31649.0,28364.0,28288.0,,24.0,23.0,28372.0,33403.833333333336,35072.375,8242.534892977807
2009-01-05 02:00:00,23,26661,2,5,1,0,0,27669.0,28846.0,28601.0,26949.0,26990.0,,23.0,24.0,27725.333333333332,30207.166666666668,35060.375,8255.075712988588
2009-01-05 03:00:00,23,25805,3,5,1,0,0,26661.0,27669.0,28846.0,25615.0,26284.0,,23.0,24.0,26711.666666666668,28205.166666666668,35068.291666666664,8245.70950083142
2009-01-05 04:00:00,23,26181,4,5,1,0,0,25805.0,26661.0,27669.0,25146.0,26047.0,,23.0,24.0,26215.666666666668,27293.833333333332,35111.416666666664,8194.104789243396
2009-01-05 05:00:00,23,27499,5,5,1,0,0,26181.0,25805.0,26661.0,24969.0,25965.0,,23.0,24.0,26495.0,27110.166666666668,35216.833333333336,8073.334242870263
2009-01-05 06:00:00,22,30108,6,5,1,0,0,27499.0,26181.0,25805.0,24833.0,27347.0,,23.0,24.0,27929.333333333332,27320.5,35436.625,7846.98079747043
2009-01-05 07:00:00,22,36221,7,5,1,0,0,30108.0,27499.0,26181.0,23998.0,29320.0,,22.0,24.0,31276.0,28745.833333333332,35945.916666666664,7459.384243830153
2009-01-05 08:00:00,23,47377,8,5,1,0,0,36221.0,30108.0,27499.0,25935.0,33989.0,,22.0,24.0,37902.0,32198.5,36839.333333333336,7492.228087167729
2009-01-05 09:00:00,25,58317,9,5,1,0,0,47377.0,36221.0,30108.0,35521.0,44474.0,,23.0,25.0,47305.0,37617.166666666664,37789.166666666664,8670.213480480254
2009-01-05 10:00:00,27,63803,10,5,1,0,0,58317.0,47377.0,36221.0,41549.0,51617.0,,25.0,26.0,56499.0,43887.5,38716.416666666664,10152.999123911368
2009-01-05 11:00:00,28,64688,11,5,1,0,0,63803.0,58317.0,47377.0,42181.0,52517.0,,27.0,28.0,62269.333333333336,50085.666666666664,39654.208333333336,11444.252257675855
2009-01-05 12:00:00,30,64566,12,5,1,0,0,64688.0,63803.0,58317.0,42797.0,50691.0,,28.0,30.0,64352.333333333336,55828.666666666664,40561.25,12516.60767783626
2009-01-05 13:00:00,31,63859,13,5,1,0,0,64566.0,64688.0,63803.0,42573.0,47800.0,,30.0,29.0,64371.0,60435.0,41448.166666666664,13389.101452679524
2009-01-05 14:00:00,30,65080,14,5,1,0,0,63859.0,64566.0,64688.0,42768.0,47629.0,,31.0,28.0,64501.666666666664,63385.5,42377.833333333336,14232.760328892993
2009-01-05 15:00:00,30,63998,15,5,1,0,0,65080.0,63859.0,64566.0,42478.0,46962.0,,30.0,28.0,64312.333333333336,64332.333333333336,43274.5,14901.515881453719
2009-01-05 16:00:00,30,61603,16,5,1,0,0,63998.0,65080.0,63859.0,41759.0,46680.0,,30.0,28.0,63560.333333333336,63965.666666666664,44101.333333333336,15357.335776264305
2009-01-05 17:00:00,30,52972,17,5,1,0,0,61603.0,63998.0,65080.0,41730.0,45825.0,,30.0,27.0,59524.333333333336,62013.0,44569.75,15453.011658770176
2009-01-05 18:00:00,29,50044,18,5,1,0,0,52972.0,61603.0,63998.0,43558.0,46635.0,,30.0,26.0,54873.0,59592.666666666664,44840.0,15491.216344305794
2009-01-05 19:00:00,27,51883,19,5,1,0,0,50044.0,52972.0,61603.0,46955.0,50761.0,,29.0,25.0,51633.0,57596.666666666664,45045.333333333336,15553.005817880174
2009-01-05 20:00:00,26,50579,20,5,1,0,0,51883.0,50044.0,52972.0,45841.0,49260.0,,27.0,25.0,50835.333333333336,55179.833333333336,45242.75,15593.56164589565
2009-01-05 21:00:00,26,41658,21,5,1,0,0,50579.0,51883.0,50044.0,37817.0,40557.0,,26.0,24.0,48040.0,51456.5,45402.791666666664,15533.630752210333
2009-01-05 22:00:00,25,35432,22,5,1,0,0,41658.0,50579.0,51883.0,31649.0,34675.0,,26.0,24.0,42556.333333333336,47094.666666666664,45560.416666666664,15406.673237711742
2009-01-05 23:00:00,25,30607,23,5,1,0,0,35432.0,41658.0,50579.0,28601.0,31996.0,,25.0,24.0,35899.0,43367.166666666664,45644.0,15315.83939132523
2009-01-06 00:00:00,25,26446,0,6,1,1,0,30607.0,35432.0,41658.0,28846.0,29536.0,,25.0,24.0,30828.333333333332,39434.166666666664,45544.0,15437.636018059467
2009-01-06 01:00:00,25,25501,1,6,1,1,0,26446.0,30607.0,35432.0,27669.0,28364.0,,25.0,23.0,27518.0,35037.166666666664,45453.666666666664,15552.693483114434
2009-01-06 02:00:00,24,24399,2,6,1,1,0,25501.0,26446.0,30607.0,26661.0,26949.0,,25.0,23.0,25448.666666666668,30673.833333333332,45359.416666666664,15677.879445441502
2009-01-06 03:00:00,24,23654,3,6,1,1,0,24399.0,25501.0,26446.0,25805.0,25615.0,,24.0,23.0,24518.0,27673.166666666668,45269.791666666664,15800.19662502631
2009-01-06 04:00:00,24,23693,4,6,1,1,0,23654.0,24399.0,25501.0,26181.0,25146.0,,24.0,23.0,23915.333333333332,25716.666666666668,45166.125,15938.442666580371
2009-01-06 05:00:00,24,24533,5,6,1,1,0,23693.0,23654.0,24399.0,27499.0,24969.0,,24.0,23.0,23960.0,24704.333333333332,45042.541666666664,16092.143573209789
2009-01-06 06:00:00,24,26592,6,6,1,1,0,24533.0,23693.0,23654.0,30108.0,24833.0,,24.0,22.0,24939.333333333332,24728.666666666668,44896.041666666664,16249.253907900074
2009-01-06 07:00:00,24,34911,7,6,1,1,0,26592.0,24533.0,23693.0,36221.0,23998.0,,24.0,22.0,28678.666666666668,26297.0,44841.458333333336,16281.82904739585
2009-01-06 08:00:00,24,45499,8,6,1,1,0,34911.0,26592.0,24533.0,47377.0,25935.0,,24.0,23.0,35667.333333333336,29813.666666666668,44763.208333333336,16273.624232185108
2009-01-06 09:00:00,26,56231,9,6,1,1,0,45499.0,34911.0,26592.0,58317.0,35521.0,,24.0,25.0,45547.0,35243.166666666664,44676.291666666664,16203.506221424845
2009-01-06 10:00:00,27,62163,10,6,1,1,0,56231.0,45499.0,34911.0,63803.0,41549.0,,26.0,27.0,54631.0,41654.833333333336,44607.958333333336,16122.59425796246
2009-01-06 11:00:00,28,62925,11,6,1,1,0,62163.0,56231.0,45499.0,64688.0,42181.0,,27.0,28.0,60439.666666666664,48053.5,44534.5,16030.8825382922
2009-01-06 12:00:00,29,62755,12,6,1,1,0,62925.0,62163.0,56231.0,64566.0,42797.0,,28.0,30.0,62614.333333333336,54080.666666666664,44459.041666666664,15936.477785746127
2009-01-06 13:00:00,31,62442,13,6,1,1,0,62755.0,62925.0,62163.0,63859.0,42573.0,,29.0,31.0,62707.333333333336,58669.166666666664,44400.0,15863.939422476375
2009-01-06 14:00:00,31,63284,14,6,1,1,0,62442.0,62755.0,62925.0,65080.0,42768.0,,31.0,30.0,62827.0,61633.333333333336,44325.166666666664,15766.080620906629
2009-01-06 15:00:00,31,63551,15,6,1,1,0,63284.0,62442.0,62755.0,63998.0,42478.0,,31.0,30.0,63092.333333333336,62853.333333333336,44306.541666666664,15742.07575390446
2009-01-06 16:00:00,31,60818,16,6,1,1,0,63551.0,63284.0,62442.0,61603.0,41759.0,,31.0,30.0,62551.0,62629.166666666664,44273.833333333336,15705.347936199996
2009-01-06 17:00:00,30,51756,17,6,1,1,0,60818.0,63551.0,63284.0,52972.0,41730.0,,31.0,30.0,58708.333333333336,60767.666666666664,44223.166666666664,15678.00458872423
2009-01-06 18:00:00,29,48568,18,6,1,1,0,51756.0,60818.0,63551.0,50044.0,43558.0,,30.0,29.0,53714.0,58403.166666666664,44161.666666666664,15657.059448686723
2009-01-06 19:00:00,28,50603,19,6,1,1,0,48568.0,51756.0,60818.0,51883.0,46955.0,,29.0,27.0,50309.0,56430.0,44108.333333333336,15631.774028412845
2009-01-06 20:00:00,26,48838,20,6,1,1,0,50603.0,48568.0,51756.0,50579.0,45841.0,,28.0,26.0,49336.333333333336,54022.333333333336,44035.791666666664,15604.456147215204
2009-01-06 21:00:00,26,39657,21,6,1,1,0,48838.0,50603.0,48568.0,41658.0,37817.0,,26.0,26.0,46366.0,50040.0,43952.416666666664,15623.04774284974
2009-01-06 22:00:00,25,34123,22,6,1,1,0,39657.0,48838.0,50603.0,35432.0,31649.0,,26.0,25.0,40872.666666666664,45590.833333333336,43897.875,15656.336145645148
2009-01-06 23:00:00,24,30656,23,6,1,1,0,34123.0,39657.0,48838.0,30607.0,28601.0,,25.0,25.0,34812.0,42074.166666666664,43899.916666666664,15654.530681637149
2009-01-07 00:00:00,24,28467,0,7,1,2,0,30656.0,34123.0,39657.0,26446.0,28846.0,,24.0,25.0,31082.0,38724.0,43984.125,15561.721619612157
2009-01-07 01:00:00,24,27413,1,7,1,2,0,28467.0,30656.0,34123.0,25501.0,27669.0,,24.0,25.0,28845.333333333332,34859.0,44063.791666666664,15467.594576991874
2009-01-07 02:00:00,24,26278,2,7,1,2,0,27413.0,28467.0,30656.0,24399.0,26661.0,,24.0,24.0,27386.0,31099.0,44142.083333333336,15368.166321318566
2009-01-07 03:00:00,23,25308,3,7,1,2,0,26278.0,27413.0,28467.0,23654.0,25805.0,,24.0,24.0,26333.0,28707.5,44211.0,15275.7259530048
2009-01-07 04:00:00,24,25491,4,7,1,2,0,25308.0,26278.0,27413.0,23693.0,26181.0,,23.0,24.0,25692.333333333332,27268.833333333332,44285.916666666664,15174.800125942973
2009-01-07 05:00:00,24,26134,5,7,1,2,0,25491.0,25308.0,26278.0,24533.0,27499.0,,24.0,24.0,25644.333333333332,26515.166666666668,44352.625,15087.458678485254
2009-01-07 06:00:00,24,29348,6,7,1,2,0,26134.0,25491.0,25308.0,26592.0,30108.0,,24.0,24.0,26991.0,26662.0,44467.458333333336,14956.320324543813
2009-01-07 07:00:00,24,36634,7,7,1,2,0,29348.0,26134.0,25491.0,34911.0,36221.0,,24.0,24.0,30705.333333333332,28198.833333333332,44539.25,14912.52520315666
2009-01-07 08:00:00,24,46279,8,7,1,2,0,36634.0,29348.0,26134.0,45499.0,47377.0,,24.0,24.0,37420.333333333336,31532.333333333332,44571.75,14915.557449245372
2009-01-07 09:00:00,26,57095,9,7,1,2,0,46279.0,36634.0,29348.0,56231.0,58317.0,,24.0,26.0,46669.333333333336,36830.166666666664,44607.75,14945.933311221424
2009-01-07 10:00:00,28,62266,10,7,1,2,0,57095.0,46279.0,36634.0,62163.0,63803.0,,26.0,27.0,55213.333333333336,42959.333333333336,44612.041666666664,14951.207261067775
2009-01-07 11:00:00,29,63545,11,7,1,2,0,62266.0,57095.0,46279.0,62925.0,64688.0,,28.0,28.0,60968.666666666664,49194.5,44637.875,14984.722972044328
2009-01-07 12:00:00,29,63280,12,7,1,2,0,63545.0,62266.0,57095.0,62755.0,64566.0,,29.0,29.0,63030.333333333336,54849.833333333336,44659.75,15012.677744666918
2009-01-07 13:00:00,30,62925,13,7,1,2,0,63280.0,63545.0,62266.0,62442.0,63859.0,,29.0,31.0,63250.0,59231.666666666664,44679.875,15037.854499236832
2009-01-07 14:00:00,31,63753,14,7,1,2,0,62925.0,63280.0,63545.0,63284.0,65080.0,,30.0,31.0,63319.333333333336,62144.0,44699.416666666664,15063.36475465837
2009-01-07 15:00:00,31,63749,15,7,1,2,0,63753.0,62925.0,63280.0,63551.0,63998.0,,31.0,31.0,63475.666666666664,63253.0,44707.666666666664,15074.188744965368
2009-01-07 16:00:00,30,59773,16,7,1,2,0,63749.0,63753.0,62925.0,60818.0,61603.0,,31.0,31.0,62425.0,62837.5,44664.125,15027.066525939119
